股票,2015年4月,2015年5月,2015年6月,2015年7月,2015年8月,2015年9月,2015年10月,2015年11月,2015年12月,2016年1月,2016年2月,2016年3月
盛通股份,0,0,0,1,1,0,1,0,2,0,0,1
江粉磁材,0,0,1,0,1,0,1,0,0,0,0,0
佰利联,2,1,6,8,4,0,2,0,0,1,8,3
以岭药业,9,1,0,1,1,1,1,0,0,0,0,2
大连电瓷,0,0,1,1,1,0,3,0,0,0,0,0
亚夏汽车,0,0,1,0,1,0,0,0,0,0,1,4
捷顺科技,7,1,4,0,5,2,9,0,0,0,1,1
爱康科技,15,3,1,0,3,2,2,1,3,2,2,2
东方精工,3,2,1,2,4,0,0,3,1,0,0,0
北玻股份,0,0,0,0,0,0,0,0,0,0,0,0
蒙发利,5,0,1,2,2,0,2,0,2,0,0,0
哈尔斯,2,0,0,0,2,0,2,0,1,5,0,2
长青集团,3,5,3,1,4,1,2,2,1,2,0,8
露笑科技,0,0,0,0,0,0,0,0,0,0,0,0
丹邦科技,2,1,0,0,0,0,0,0,1,0,1,1
瑞和股份,2,2,1,0,5,1,2,0,0,0,1,0
三垒股份,1,0,0,1,1,1,2,0,0,0,0,1
亚玛顿,4,0,0,3,2,0,1,0,2,2,1,0
龙生股份,0,0,2,0,0,0,0,0,0,0,0,0
金达威,1,0,0,0,1,0,0,0,1,0,2,2
宜昌交运,0,1,0,0,0,0,1,1,0,0,0,0
成都路桥,0,0,0,0,1,0,0,0,0,0,0,0
华西能源,2,0,5,6,7,1,8,0,7,7,3,9
道明光学,4,2,0,1,0,0,0,2,2,3,1,1
棒杰股份,1,0,0,0,0,0,0,0,0,5,0,3
安洁科技,0,0,0,0,2,0,5,0,1,0,0,0
赞宇科技,0,1,0,0,1,0,0,2,1,1,0,1
跨境通,1,0,0,2,3,0,3,1,2,0,5,1
永高股份,5,1,2,0,3,1,2,0,0,1,0,0
荣之联,5,1,1,1,1,0,1,4,0,0,0,2
佛慈制药,1,0,4,1,0,0,1,0,0,0,0,1
华宏科技,0,0,0,0,0,0,0,0,0,0,0,0
青青稞酒,6,3,1,0,5,0,2,0,0,0,0,0
卫星石化,1,0,0,6,0,0,0,0,0,1,0,0
博彦科技,2,2,1,0,1,0,2,0,0,0,0,3
加加食品,9,8,2,3,7,2,7,1,0,1,1,0
利君股份,1,3,1,0,1,1,2,0,0,0,0,0
海思科,5,2,6,1,5,3,0,1,0,0,1,6
万润科技,0,0,0,0,0,0,0,2,2,0,0,1
摩登大道,0,0,0,0,0,0,0,0,0,0,0,0
中科金财,2,0,0,3,7,5,6,6,0,0,1,2
雪迪龙,5,0,7,5,0,1,4,0,1,0,3,14
中泰桥梁,0,0,0,1,2,0,2,0,0,2,1,0
茂硕电源,0,0,0,0,0,0,0,0,0,0,0,0
克明面业,1,0,5,4,7,0,5,7,0,5,4,9
京威股份,1,1,1,1,5,1,2,1,5,0,5,0
普邦园林,0,0,0,0,2,0,0,0,0,0,0,1
信质电机,1,0,2,1,2,0,3,0,2,3,0,0
首航节能,3,3,0,6,6,3,5,2,9,0,5,3
德联集团,1,0,0,0,0,0,1,0,0,0,0,0
奥马电器,0,0,0,0,0,0,1,4,4,0,1,0
康达新材,0,0,0,0,2,1,3,0,1,3,2,0
龙泉股份,1,0,0,0,1,0,2,1,4,1,3,4
东江环保,8,3,3,2,7,3,0,11,0,1,6,13
兴业科技,1,2,1,2,1,0,3,0,0,1,3,0
东诚药业,2,2,1,3,3,0,2,0,0,0,1,1
顺威股份,0,0,0,0,0,0,0,0,0,0,0,0
浙江美大,0,0,0,0,1,0,1,1,1,0,1,0
珠江钢琴,5,4,1,0,2,0,2,1,2,8,2,5
福建金森,0,0,0,0,0,0,0,0,0,0,0,0
长生生物,0,0,0,0,0,0,0,0,0,0,0,0
奋达科技,5,0,0,3,3,3,1,0,1,3,0,2
龙洲股份,0,0,0,0,0,0,0,0,0,0,0,0
猛狮科技,2,0,1,2,1,1,3,0,0,1,1,0
华东重机,0,0,0,0,0,0,0,0,0,0,0,0
亿利达,2,0,0,1,3,1,2,2,1,2,0,0
乔治白,2,0,0,0,0,1,0,0,0,0,1,2
金河生物,0,0,0,0,0,0,0,1,1,2,1,2
远大智能,2,1,0,2,5,0,1,1,1,1,0,0
美亚光电,10,0,0,0,4,0,5,0,2,2,1,3
冀凯股份,0,0,0,0,0,0,0,0,0,0,0,0
远程电缆,0,0,0,0,0,0,0,0,0,0,0,0
双成药业,0,0,0,0,1,0,0,0,0,1,0,0
顾地科技,0,0,0,0,0,0,0,0,0,0,0,0
煌上煌,1,1,1,0,2,0,1,0,0,0,0,4
红旗连锁,6,0,8,2,9,0,5,1,4,0,7,1
博实股份,1,3,1,2,5,0,2,1,1,1,0,0
美盛文化,4,4,4,2,4,0,3,12,10,3,2,0
新疆浩源,0,0,0,0,0,0,0,0,0,0,0,0
奥瑞金,8,1,11,13,17,0,7,17,0,2,8,12
海欣食品,0,1,0,0,0,0,0,0,0,1,1,0
新宝股份,0,0,0,0,0,0,0,1,1,0,0,4
良信电器,0,0,0,0,0,0,0,0,0,0,0,1
光洋股份,0,0,1,0,0,0,0,0,0,0,0,0
天赐材料,2,0,1,1,10,2,5,3,6,4,2,3
欧浦智网,4,2,6,1,5,3,6,1,5,3,1,1
思美传媒,1,0,0,0,3,1,0,5,0,2,1,1
东易日盛,6,1,2,0,3,0,1,5,1,1,2,0
牧原股份,14,2,0,17,3,2,15,2,1,5,13,4
登云股份,0,0,0,0,0,0,0,0,0,0,0,0
金贵银业,1,0,0,0,0,0,0,0,0,0,0,1
岭南园林,0,0,1,4,6,5,3,4,0,0,0,3
友邦吊顶,2,1,3,5,6,0,4,0,0,0,0,8
金轮股份,0,0,0,0,0,0,0,0,0,0,0,0
金莱特,0,0,0,0,0,0,0,0,0,0,0,0
海洋王,0,0,0,0,0,0,0,0,0,0,0,0
跃岭股份,0,0,0,0,0,0,0,0,0,0,0,0
龙大肉食,0,0,1,1,2,0,0,0,0,0,0,1
一心堂,5,0,0,0,8,1,8,0,6,4,7,2
台城制药,0,0,0,0,0,0,0,0,0,0,0,0
好利来,0,0,0,0,0,0,0,0,0,0,0,0
萃华珠宝,0,0,0,0,0,0,0,0,0,0,0,0
燕塘乳业,0,0,0,2,0,1,0,0,0,0,0,0
雄韬股份,0,1,3,0,3,0,3,0,0,1,2,1
王子新材,0,0,1,0,0,0,0,0,0,0,0,0
葵花药业,0,0,1,2,0,2,3,0,1,0,0,0
中矿资源,0,0,0,0,0,0,0,0,0,0,0,0
特锐德,0,5,0,2,3,0,2,1,0,3,2,2
神州泰岳,2,0,0,0,1,0,0,0,0,1,2,0
乐普医疗,9,3,3,6,9,1,11,2,0,0,8,6
南风股份,1,1,2,0,0,0,4,3,4,2,0,1
探路者,14,2,10,2,15,2,13,0,4,7,1,1
莱美药业,5,0,1,2,4,0,2,0,0,0,2,0
汉威电子,2,1,0,0,3,2,3,1,3,0,1,2
安科生物,3,1,8,4,5,2,6,6,9,2,3,7
鼎汉技术,5,1,2,1,4,0,3,0,0,8,5,4
华测检测,2,0,0,1,1,0,1,1,0,5,2,5
新宁物流,1,0,1,0,0,2,1,0,0,1,1,0
亿纬锂能,1,0,0,0,3,2,3,4,6,6,4,3
爱尔眼科,17,0,5,0,12,0,19,0,8,6,12,19
北陆药业,5,2,0,1,5,0,4,1,1,2,0,0
网宿科技,5,1,7,18,6,2,17,1,13,13,7,19
中元华电,6,0,0,1,0,1,1,2,0,0,0,3
硅宝科技,2,0,0,0,1,0,2,2,0,1,0,4
银江股份,9,5,4,1,7,0,4,0,11,1,0,0
大禹节水,0,0,0,0,0,0,0,0,0,1,1,3
吉峰农机,0,1,1,0,0,0,0,0,0,0,0,0
宝德股份,3,1,1,0,2,0,0,1,1,0,0,0
机器人,3,0,0,0,3,0,9,4,1,0,1,10
红日药业,4,0,6,2,6,0,9,0,2,1,2,5
华谊兄弟,9,2,3,1,5,0,8,7,2,3,2,9
天龙光电,0,0,0,0,0,0,0,0,0,0,0,0
阳普医疗,4,2,0,1,1,0,0,1,0,0,0,0
金龙机电,0,0,0,0,0,0,0,0,0,0,0,0
同花顺,3,1,2,1,3,2,3,0,0,0,0,0
钢研高纳,7,0,0,4,0,0,3,0,1,0,0,7
中科电气,0,0,0,0,0,0,0,0,0,0,0,0
超图软件,2,3,5,5,8,0,7,0,3,4,1,12
新宙邦,2,1,0,1,2,0,3,1,0,0,0,7
上海凯宝,2,7,1,0,4,0,1,0,1,0,0,1
九洲电气,0,0,0,0,0,0,0,0,0,0,0,1
回天新材,3,3,1,1,5,0,2,1,0,0,2,1
朗科科技,0,0,0,0,0,0,0,0,0,0,0,0
互动娱乐,1,1,0,0,3,1,4,5,0,1,1,0
赛为智能,0,1,0,0,0,0,0,0,0,0,0,0
华力创通,2,0,2,0,4,1,5,0,0,0,2,4
台基股份,0,0,0,0,0,0,0,0,0,0,0,0
天源迪科,4,0,0,0,4,0,3,2,0,1,4,5
合康变频,0,0,0,0,0,0,0,2,2,1,4,0
福瑞股份,5,0,2,0,4,0,2,1,1,0,2,0
世纪鼎利,9,0,0,0,5,0,2,3,0,0,2,1
三五互联,0,0,0,0,0,0,0,0,1,1,0,0
中青宝,0,0,0,0,0,0,0,0,0,0,0,2
欧比特,4,0,0,0,1,0,0,0,1,0,1,0
鼎龙股份,5,0,1,1,3,1,4,1,1,0,6,8
万邦达,4,2,0,0,5,0,1,0,2,0,1,0
万顺股份,0,1,0,0,0,0,0,0,0,0,0,0
蓝色光标,7,0,10,1,6,0,3,7,0,6,1,1
东方财富,11,3,3,7,6,1,7,6,0,5,1,5
康耐特,0,1,0,1,3,0,3,2,1,1,0,0
中能电气,0,0,0,0,0,0,0,0,0,0,0,0
天龙集团,1,1,0,1,1,0,1,0,0,0,0,0
豫金刚石,3,6,0,2,0,1,5,3,1,1,0,3
海兰信,4,0,4,4,0,2,7,0,4,4,2,5
三川智慧,4,0,0,3,6,0,3,0,0,0,0,5
安诺其,0,0,0,2,1,0,1,0,0,0,0,0
南都电源,5,0,10,2,9,1,8,6,5,3,3,11
金利华电,0,0,0,0,0,0,0,0,0,0,0,0
碧水源,0,0,0,0,20,6,17,11,15,0,6,1
三聚环保,4,1,1,2,1,1,9,3,2,2,0,6
当升科技,3,1,1,2,2,1,4,2,1,2,0,11
华平股份,0,0,0,0,1,0,1,0,0,0,0,0
数字政通,9,6,3,1,15,4,7,2,0,0,0,2
GQY视讯,0,0,0,0,1,0,1,1,0,1,1,1
国民技术,4,2,1,1,2,0,2,0,1,2,0,5
思创医惠,1,2,3,0,2,2,9,2,3,3,3,9
数码视讯,1,1,0,1,1,0,0,1,0,0,0,0
易成新能,0,0,0,1,0,0,0,0,0,0,0,0
奥克股份,1,2,1,0,0,0,0,0,0,0,0,0
海默科技,1,0,0,3,0,0,0,0,0,0,0,4
银之杰,0,0,1,1,3,0,2,1,1,0,0,0
康芝药业,2,3,5,0,1,0,0,0,2,0,0,0
长信科技,2,1,2,0,3,0,2,2,2,0,2,3
盛运环保,3,3,1,2,2,1,1,0,4,0,1,3
金通灵,0,0,0,0,1,0,1,1,1,2,1,2
科新机电,0,0,0,0,0,0,0,0,0,0,0,0
华伍股份,1,3,0,1,3,1,2,3,2,2,2,2
智云股份,0,0,1,3,3,0,3,0,2,6,2,0
高新兴,0,0,3,3,2,0,4,2,8,4,3,0
双林股份,1,0,0,0,2,0,2,4,3,12,3,3
振芯科技,2,0,5,2,6,0,10,2,3,0,1,6
乾照光电,0,0,0,0,0,0,0,0,0,0,0,0
达刚路机,2,0,2,1,0,0,0,0,1,1,0,1
乐视网,8,6,7,4,6,6,7,3,6,2,0,5
龙源技术,0,0,0,0,0,0,0,0,0,0,0,0
西部牧业,0,0,0,0,0,2,1,0,1,1,1,1
建新股份,0,0,0,0,0,0,0,0,0,0,0,0
双龙股份,5,0,0,0,0,0,0,1,0,0,0,0
新开源,2,0,0,0,2,1,1,0,2,2,1,0
向日葵,0,0,0,0,0,0,0,0,0,0,0,0
万讯自控,0,1,0,1,0,0,0,0,0,0,0,0
顺网科技,8,0,0,0,9,0,8,4,1,1,3,0
中航电测,0,0,0,0,0,0,0,0,0,0,0,0
长盈精密,10,7,4,2,12,0,9,1,2,2,2,5
坚瑞消防,0,0,0,0,0,0,0,0,0,0,0,2
嘉寓股份,0,0,1,0,2,0,1,0,0,0,0,1
东方日升,7,7,0,6,0,0,2,0,0,0,5,0
瑞普生物,6,0,4,3,6,0,7,1,0,3,3,1
经纬电材,0,0,0,0,1,0,0,0,0,0,0,1
阳谷华泰,0,1,0,0,0,0,0,0,0,0,1,0
智飞生物,0,0,0,0,0,0,0,0,1,0,1,3
汇川技术,9,4,5,3,5,0,12,7,2,8,4,2
易世达,0,1,0,0,0,0,0,0,0,0,0,0
锐奇股份,0,0,4,0,1,0,1,0,0,0,0,0
银河磁体,1,1,0,1,3,0,1,1,0,1,0,4
锦富新材,0,0,0,0,0,1,0,0,0,0,0,0
泰胜风能,1,0,0,0,0,0,0,0,0,0,1,1
新国都,2,0,2,1,2,0,1,1,1,0,0,3
青松股份,0,0,0,0,0,0,0,0,0,0,0,0
华策影视,0,3,1,11,14,2,11,4,0,4,0,14
宝利国际,0,0,0,0,0,0,1,0,0,0,0,0
信维通信,7,2,3,4,1,3,4,1,1,6,2,0
先河环保,2,0,2,2,4,4,6,1,0,0,4,0
晨光生物,0,1,0,0,1,0,1,0,0,0,2,1
晓程科技,1,0,0,0,0,0,0,0,1,0,0,0
启源装备,3,1,3,0,0,0,0,0,0,0,0,0
和顺电气,0,0,0,0,1,1,1,4,0,0,0,1
宋城演艺,28,14,2,15,19,11,14,14,4,5,15,13
中金环境,6,1,9,3,10,1,12,15,5,5,4,12
汤臣倍健,0,5,7,14,4,0,5,4,8,5,11,20
香雪制药,2,2,4,1,3,0,3,2,0,3,1,6
世纪瑞尔,5,0,0,0,1,0,2,4,1,1,0,5
昌红科技,2,2,1,0,0,0,0,0,0,0,0,0
科融环境,4,4,3,2,2,0,0,0,0,0,2,0
科泰电源,0,0,0,0,0,1,1,0,0,0,0,0
瑞凌股份,0,3,0,0,0,0,0,0,1,0,0,0
安居宝,3,3,2,1,2,0,2,0,0,2,0,0
神雾环保,1,2,1,0,0,2,3,0,1,2,2,7
恒泰艾普,4,1,0,0,1,0,1,0,1,0,1,0
新研股份,5,4,1,2,3,2,3,0,1,0,1,0
秀强股份,0,1,0,0,1,1,2,3,7,4,2,10
华中数控,1,1,0,0,0,0,0,1,0,0,4,1
先锋新材,0,1,1,0,0,0,0,0,0,0,0,0
天瑞仪器,3,1,1,1,2,0,1,1,0,0,0,0
东方国信,4,12,7,5,13,9,9,1,4,5,1,1
迪威视讯,1,2,5,0,0,0,3,1,0,0,1,0
万达信息,12,1,4,11,8,3,4,0,5,0,2,0
汉得信息,5,0,0,1,5,0,4,0,0,2,1,0
东富龙,11,3,0,5,6,3,6,0,0,7,3,2
中电环保,1,0,0,3,1,0,1,0,1,0,3,5
智慧松德,1,0,0,0,1,0,0,0,0,0,0,0
元力股份,3,1,2,5,0,0,0,1,4,0,0,0
朗源股份,0,0,0,0,0,0,0,0,0,0,0,0
鸿特精密,0,0,1,0,0,0,0,0,0,0,0,0
中海达,3,0,0,0,1,0,0,0,2,0,0,1
腾邦国际,8,3,20,10,6,0,5,10,6,3,0,1
四方达,2,1,0,0,0,0,0,0,0,0,0,0
华峰超纤,3,2,0,0,0,0,4,0,1,1,1,0
佐力药业,3,2,2,1,4,4,3,0,0,5,0,2
捷成股份,2,1,0,1,6,2,3,1,2,0,3,3
东软载波,6,0,2,3,1,1,4,0,0,0,1,0
通裕重工,0,0,1,0,0,0,1,2,0,0,0,0
永清环保,0,0,0,0,1,5,5,2,1,3,2,4
美亚柏科,2,1,0,0,3,0,2,2,3,2,0,3
维尔利,2,0,0,0,5,0,2,3,0,2,2,8
潜能恒信,2,0,0,0,0,0,0,0,0,0,0,0
科斯伍德,0,0,0,0,0,0,0,2,1,0,0,0
佳士科技,0,0,0,3,0,0,0,0,0,0,1,0
福安药业,1,0,0,0,3,0,2,1,1,4,0,0
长荣股份,10,1,0,0,6,0,3,0,0,0,0,0
长海股份,9,0,0,1,8,0,13,2,0,3,1,5
纳川股份,1,6,0,2,7,4,3,0,1,5,6,1
翰宇药业,8,7,5,1,4,0,0,1,1,0,0,1
高盟新材,0,0,0,0,0,0,0,0,0,0,0,0
海伦哲,0,0,0,0,1,0,0,1,1,0,0,0
聚龙股份,2,0,0,0,2,0,1,1,2,0,1,3
聚光科技,4,0,0,0,10,3,8,5,7,3,7,9
舒泰神,0,0,0,0,0,0,0,0,0,0,0,0
天喻信息,6,0,3,0,1,1,1,0,0,1,0,1
理邦仪器,9,2,1,0,1,2,1,0,0,0,0,0
欣旺达,3,1,0,3,7,2,12,0,1,8,12,9
恒顺众N,4,5,2,0,1,0,0,0,0,0,1,1
天泽信息,2,0,0,0,0,0,0,0,0,0,0,0
森远股份,0,0,0,4,5,1,3,2,2,1,1,1
亿通科技,0,0,0,0,0,0,0,0,2,0,0,1
易华录,5,6,2,7,9,0,8,3,3,2,0,0
佳讯飞鸿,2,0,5,4,1,1,3,4,0,0,0,2
日科化学,1,0,0,0,3,0,0,0,0,0,0,0
电科院,0,0,0,0,1,0,1,0,0,3,1,1
千山药机,0,0,0,2,1,0,1,1,0,0,0,0
东方电热,2,1,0,0,0,0,0,0,0,0,0,0
安利股份,1,1,0,4,3,0,1,0,0,2,1,2
鸿利光电,6,4,3,8,6,0,4,0,0,0,0,4
金运激光,4,1,1,1,1,0,0,0,0,0,0,0
银禧科技,0,0,0,0,0,0,0,0,0,0,1,2
北京君正,1,0,0,1,1,0,2,1,0,0,0,0
正海磁材,11,2,0,2,7,0,7,0,0,1,2,0
金力泰,0,0,0,0,1,0,0,0,0,0,0,0
上海钢联,2,1,0,2,4,0,4,0,4,2,0,0
光韵达,1,1,1,0,1,0,0,0,0,0,1,0
富瑞特装,13,0,1,6,10,0,1,0,0,0,1,2
拓尔思,0,0,1,0,1,0,0,2,3,1,0,1
永利股份,2,1,1,4,10,3,5,4,2,8,2,7
银信科技,1,0,0,2,1,0,2,0,0,0,1,1
洲明科技,0,0,0,0,1,0,9,2,1,6,2,0
金城医药,5,2,2,0,5,0,3,0,0,0,1,2
开尔新材,5,3,0,5,5,1,4,0,3,0,2,3
方直科技,0,0,0,0,0,1,1,0,0,0,0,0
上海新阳,6,2,1,3,4,2,7,5,5,0,2,5
美晨科技,4,1,4,1,4,0,2,0,0,0,0,3
东宝生物,0,0,0,0,0,0,0,0,0,0,1,0
飞力达,0,0,0,0,0,0,0,0,0,0,0,0
瑞丰光电,0,0,0,0,1,1,1,1,0,0,0,0
明家联合,0,0,3,1,1,1,2,3,1,4,8,8
瑞丰高材,2,8,2,1,3,0,2,0,0,1,0,2
迪安诊断,9,2,0,1,8,0,8,1,0,5,3,9
天玑科技,3,0,0,2,0,0,2,0,3,0,1,1
宝莱特,1,0,1,0,1,0,0,0,0,0,0,1
新开普,3,1,1,1,3,0,0,0,1,0,1,0
依米康,0,0,0,0,0,0,0,0,0,0,0,3
初灵信息,1,0,0,0,0,0,2,0,0,0,0,1
光线传媒,9,2,2,1,15,0,10,0,0,9,2,2
金信诺,2,1,0,0,1,0,1,0,0,2,1,2
卫宁健康,5,1,3,3,6,1,7,3,5,3,1,9
仟源医药,0,0,0,0,0,0,0,0,0,0,0,0
常山药业,8,2,0,2,7,0,9,0,0,0,0,7
星星科技,0,0,0,0,0,1,2,0,0,0,0,0
开山股份,6,0,4,1,0,0,3,0,1,0,0,0
精锻科技,2,0,0,0,2,0,0,1,3,2,2,1
新天科技,2,1,1,0,1,1,1,0,2,0,0,1
新莱应材,0,0,0,0,0,0,0,0,0,0,0,0
雅本化学,4,0,2,0,0,0,2,0,3,0,0,2
巴安水务,5,0,2,4,3,0,4,4,3,2,2,2
隆华节能,5,0,1,0,1,0,2,0,0,2,0,0
佳创视讯,0,0,1,0,0,0,0,0,0,0,0,0
通光线缆,1,0,0,0,0,0,0,0,0,0,0,0
尔康制药,1,1,0,1,4,0,5,0,0,1,2,1
万福生科,0,0,0,0,0,0,0,0,0,0,0,0
中威电子,3,2,1,0,0,0,0,0,0,1,1,1
华宇软件,2,8,0,6,4,3,11,0,5,5,14,4
开能环保,0,0,0,0,1,0,0,1,1,0,0,0
和佳股份,18,6,1,2,8,3,4,0,1,0,0,0
阳光电源,19,3,4,16,0,2,10,5,0,5,14,7
梅安森,0,0,0,0,0,0,0,0,0,0,0,0
三丰智能,0,0,0,0,0,0,0,0,0,0,0,0
海联讯,0,0,0,0,0,0,0,0,0,0,0,0
金明精机,1,0,2,3,4,0,0,0,0,0,1,0
汇冠股份,0,0,0,0,0,0,0,0,0,0,2,1
温州宏丰,0,0,0,0,0,0,0,0,0,0,0,0
苏交科,3,1,2,5,12,0,9,10,8,2,7,17
国瓷材料,3,0,1,3,3,0,4,3,1,1,4,2
安科瑞,0,1,0,0,0,0,0,0,0,2,0,2
飞利信,2,1,0,0,3,5,4,1,1,3,0,0
朗玛信息,0,0,0,0,0,0,0,2,0,0,0,0
利德曼,3,0,0,0,2,1,1,0,1,1,1,2
荣科科技,0,0,0,0,0,0,0,0,3,1,1,0
华录百纳,13,0,10,6,10,1,5,12,5,2,1,9
吴通控股,6,1,0,1,3,7,4,2,0,1,1,0
蓝英装备,0,0,0,0,1,0,0,0,0,0,0,0
博雅生物,7,0,0,0,2,2,5,0,0,8,4,2
三六五网,2,2,3,1,1,0,2,1,1,1,2,0
利亚德,1,1,0,1,6,0,8,1,2,0,4,10
蓝盾股份,1,0,0,0,1,2,3,2,1,1,1,2
三诺生物,1,0,1,3,11,1,9,1,0,0,2,0
汉鼎股份,3,3,5,7,1,3,4,2,2,1,0,1
长方集团,0,0,0,0,0,0,0,1,0,0,0,0
同有科技,2,0,0,4,4,0,7,3,1,3,1,0
聚飞光电,2,0,0,0,1,0,0,0,0,0,0,0
云意电气,0,0,0,0,2,0,0,0,1,0,4,1
裕兴股份,1,0,0,0,0,0,0,0,0,0,0,0
远方光电,3,2,6,1,0,0,0,0,0,0,2,1
慈星股份,18,5,1,0,1,0,1,1,1,1,2,6
中际装备,0,0,0,0,0,0,0,0,0,1,0,0
吉艾科技,2,1,2,3,3,1,2,0,0,0,0,1
宜通世纪,2,1,0,0,2,0,0,1,1,3,2,5
任子行,0,0,0,0,0,0,0,0,0,1,0,0
邦讯技术,3,0,0,0,1,0,0,0,1,1,0,0
戴维医疗,2,0,1,1,1,1,0,0,0,0,0,0
掌趣科技,2,0,0,0,0,1,2,0,0,2,0,0
晶盛机电,2,0,0,1,0,0,1,0,0,1,0,1
博晖创新,0,0,1,0,1,0,1,0,0,0,0,0
麦捷科技,0,0,0,1,1,0,1,0,1,0,1,0
海达股份,6,1,2,0,1,0,2,0,0,2,0,1
同大股份,0,0,0,0,0,0,0,0,0,0,0,0
华灿光电,0,0,0,0,0,0,0,0,0,0,0,0
旋极信息,0,0,0,0,0,0,0,0,0,0,0,1
德威新材,4,0,0,0,0,1,0,0,7,2,0,1
凯利泰,1,0,2,1,3,0,0,0,0,0,1,0
中颖电子,2,0,1,1,3,0,5,3,1,3,1,11
宜安科技,0,1,1,0,2,0,0,1,0,0,0,3
海伦钢琴,6,1,0,1,4,2,5,2,0,0,0,0
华虹计通,0,0,0,0,0,0,0,0,0,0,0,0
天壕环境,3,4,4,2,6,6,5,0,0,4,2,4
兆日科技,0,0,0,0,1,0,0,0,1,0,2,1
津膜科技,0,0,0,0,3,0,3,1,3,1,2,0
迪森股份,3,2,2,1,2,2,4,0,3,0,0,2
新文化,13,7,1,1,8,2,8,2,3,0,2,6
银邦股份,2,4,1,1,1,0,0,0,0,0,0,0
开元仪器,0,0,0,0,0,0,0,0,0,1,1,1
润和软件,6,0,0,0,2,1,1,3,4,3,3,5
科恒股份,0,0,0,0,0,0,0,0,0,0,0,0
麦迪电气,0,1,1,0,0,0,0,0,0,0,0,0
天银机电,5,0,2,0,5,0,4,0,0,0,0,0
联创股份,0,1,0,0,1,0,2,0,0,1,0,2
太空板业,0,0,0,0,0,0,0,0,0,0,0,0
红宇新材,8,0,1,0,3,1,2,0,1,2,0,0
南大光电,1,0,0,0,0,0,0,1,1,2,0,0
泰格医药,12,0,1,1,4,0,2,1,2,2,2,3
长亮科技,1,2,0,0,1,1,0,1,0,0,1,0
华鹏飞,0,0,1,0,0,1,1,0,0,0,1,0
永贵电器,3,1,2,5,5,1,5,1,0,2,5,3
北信源,3,3,3,0,2,3,3,0,1,0,0,1
东华测试,1,0,0,0,0,0,0,0,1,0,0,0
蒙草抗旱,2,0,1,0,2,0,0,1,0,0,0,0
光一科技,3,1,0,1,0,0,0,0,1,0,1,1
我武生物,0,0,0,0,4,0,0,1,2,0,1,0
楚天科技,0,3,0,1,0,0,1,0,1,0,1,5
全通教育,4,0,0,1,4,2,1,0,0,0,1,2
炬华科技,0,0,1,0,0,0,1,1,0,3,2,9
天翔环境,0,1,2,1,3,0,3,0,1,0,0,0
博腾股份,2,1,0,0,1,4,0,1,0,0,1,7
恒华科技,0,2,1,0,1,0,6,0,0,2,0,4
东方网力,1,4,2,4,2,12,4,0,0,0,7,3
汇金股份,0,0,0,0,0,0,0,0,2,0,0,1
绿盟科技,6,6,4,1,7,0,3,1,2,1,1,4
